Clave de Cartera,Número de solicitud,Nombre de PPI,Descripción de PPI,Clave Tipo de PPI,Tipo de PPI,Entidad Federativa,Descripción de Entidad,Total,Anteriores,ANIO_1,ANIO_2,ANIO_3,ANIO_4,ANIO_5,Posteriores,Monto Asignado,Ramo,Descripción de Ramo,Unidad,Descripción de Unidad,Fecha de Inicio,Fecha Fin,Fase descripción,Monto Calendario Fiscal 2022,Monto Calendario Propios 2022
S/CVE,62626,A-0029-M - Campo Artesa,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,35,NACIONAL,,0,127416046,32766865,0,0,0,88487904,121582755,52,Petróleos Mexicanos,T9G,Pemex Exploración y Producción,01/11/2019,31/12/2023,En Proceso de Registro,0,163566365
S/CVE,62627,A-0083-M - Campo Chiapas-Copanó,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,35,NACIONAL,,0,80736072,34767234,0,0,0,328273506,63310296,52,Petróleos Mexicanos,T9G,Pemex Exploración y Producción,01/11/2019,31/12/2025,En Proceso de Registro,0,69835027
S/CVE,62628,A-0099-M - Campo Comoapa,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,35,NACIONAL,,0,57856536,33801972,0,0,0,512799212,56436451,52,Petróleos Mexicanos,T9G,Pemex Exploración y Producción,01/11/2019,31/12/2035,En Proceso de Registro,0,64714585
S/CVE,62629,A-0141-M - Campo Gaucho,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,35,NACIONAL,,0,26928857,16268159,0,0,0,307476126,151920986,52,Petróleos Mexicanos,T9G,Pemex Exploración y Producción,01/11/2019,31/12/2024,En Proceso de Registro,0,202198916
S/CVE,62630,A-0169-M - Campo Juspi,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,35,NACIONAL,,0,1045480,0,0,0,0,53140530,22157468,52,Petróleos Mexicanos,T9G,Pemex Exploración y Producción,01/11/2019,31/12/2027,En Proceso de Registro,0,30706267
S/CVE,62631,A-0230-M - Campo Muspac,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,35,NACIONAL,,0,59683999,8775951,0,0,0,322580889,137586289,52,Petróleos Mexicanos,T9G,Pemex Exploración y Producción,01/11/2019,31/12/2023,En Proceso de Registro,0,235519408
S/CVE,62632,A-0236-M - Campo Níspero,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,35,NACIONAL,,0,73450081,22327219,0,0,0,200620197,169776962,52,Petróleos Mexicanos,T9G,Pemex Exploración y Producción,01/11/2019,31/12/2024,En Proceso de Registro,0,414895418
S/CVE,62633,A-0291-M - Campo Río Nuevo,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,35,NACIONAL,,0,1455715,524057,0,0,0,49101649,8730598,52,Petróleos Mexicanos,T9G,Pemex Exploración y Producción,01/11/2019,31/12/2027,En Proceso de Registro,0,11187201
'1909J2Y0003,62639,Reforzamiento de muros en Paso Superior Vehicular km 30+880,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,28,TAMAULIPAS,277417196,0,108836611,85169500,0,0,0,0,83411085,13,Marina,J2Y,"Administración Portuaria Integral de Altamira, S.A. de C.V.",01/01/2020,31/12/2022,Vigente,0,83411085
S/CVE,62641,Mantenimiento 2019-2020 CCC El Sauz,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,12; 17; 22,GUERRERO; MORELOS; QUERETARO,,0,463456275,309723510,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,24392436
S/CVE,62643,Mantenimiento 2019-2020 Central de Combustión Interna Baja California Sur,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,3; 6; 25; 26; 28,BAJA CALIFORNIA SUR; COLIMA; SINALOA; SONORA; TAMAULIPAS,,0,653751020,185433382,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,34407948
S/CVE,62644,Mantenimiento 2019-2020 Generación Distribuida I,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,9; 15,CIUDAD DE MÉXICO; ESTADO DE MEXICO,,0,705919595,310487848,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,37153663
S/CVE,62645,Mantenimiento 2019-2020 Generación Distribuida II,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,9; 11; 15,CIUDAD DE MÉXICO; GUANAJUATO; ESTADO DE MEXICO,,0,542604030,303233023,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,225207680
S/CVE,62646,Mantenimiento 2019 CT Francisco Pérez Ríos,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,2; 13; 24,BAJA CALIFORNIA; HIDALGO; SAN LUIS POTOSI,,0,114451615,311162398,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,320000000
S/CVE,62647,Mantenimiento 2019-2020 Central Termoeléctrica Salamanca,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,11,GUANAJUATO,,0,535440805,76496190,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,28181095
S/CVE,62648,Mantenimiento 2019-2020 Central Termoeléctrica Villa De Reyes,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,24,SAN LUIS POTOSI,,0,335085332,270625772,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,17636070
S/CVE,62649,"Modernización Generadores Eléctricos CH's EPS I Región Noroeste (1 y 2 CH El Novillo, CH Sanalona, CH Humaya y CH El Fuerte)",Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,8; 16; 25; 26,CHIHUAHUA; MICHOACAN; SINALOA; SONORA,,0,259055018,154738285,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2024,En Proceso de Registro,0,13634475
S/CVE,62650,"Refaccionamiento Mecánico, Eléctrico, Equipo Control/Protección de las Centrales Hidroeléctricas EPS I - Región Noroeste 2019 - 2022",Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,8; 25; 26,CHIHUAHUA; SINALOA; SONORA,,0,88721820,67445022,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,113150620
S/CVE,62651,"Refaccionamiento Mecánico, Eléctrico, Equipo Control/Protección y transformadores de potencia de las Centrales Hidroeléctricas ESP I - Región Grijalva (Malpaso y Peñitas) 2019-2023",Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,7,CHIAPAS,,0,359710910,88585074,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2024,En Proceso de Registro,0,18932153
S/CVE,62652,"Refaccionamiento Mecánico, Eléctrico, Equipo Control/Protección de las Centrales Hidroeléctricas EPS I - Región Ixtapantongo EPS I 2019-2021",Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,12; 13; 15; 16,GUERRERO; HIDALGO; ESTADO DE MEXICO; MICHOACAN,,0,53951535,88421875,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,2839554
S/CVE,62653,"Refaccionamiento Mecánico, Eléctrico, Equipo Control/Protección de las Centrales Hidroeléctricas EPS I - Región Golfo (El Salto, Micos y Electroquimica) 2019-2021",Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,24,SAN LUIS POTOSI,,0,306736,8908542,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,16144
S/CVE,62654,"Refaccionamiento Mecánico, Eléctrico, Equipo Control/Protección de las Centrales Hidroeléctricas EPS I - Región Norte (Boquilla y Colina) 2019-2022",Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,8; 16; 25,CHIHUAHUA; MICHOACAN; SINALOA,,0,4396806,35302537,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2023,En Proceso de Registro,0,231411
S/CVE,62655,"Estabilización márgen derecha CH Huites, Vertedor Novillo e inyección Huites 2019",Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,25; 26,SINALOA; SONORA,,0,83348416,0,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2020,31/12/2022,En Proceso de Registro,0,4386759
'2009KDN0008,62669,SUSTITUCIÓN DE ESCALERAS MECÁNICAS,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,9,CIUDAD DE MÉXICO,74257729,0,20000000,0,0,0,0,0,54257729,9,Comunicaciones y Transportes,KDN,"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",01/01/2021,31/12/2022,Vigente,4257729,50000000
'2009KDN0002,62671,Programa de mantenimiento y rehabilitación de las pistas 05R-23L y 05L-23R,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,9,CIUDAD DE MÉXICO,1059100850,0,315128152,13689544,0,0,0,497709598,82573556,9,Comunicaciones y Transportes,KDN,"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",01/01/2020,31/12/2024,Vigente,232573556,0
'2021W3N0001,62677,Proyecto Tren Maya,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,4; 7; 23; 27; 31,CAMPECHE; CHIAPAS; QUINTANA ROO; TABASCO; YUCATAN,1.61356E+11,0,40684463436,7729857373,0,0,0,0,62942078331,21,Turismo,W3N,Fondo Nacional de Fomento al Turismo,01/01/2020,31/12/2022,Vigente,1.12942E+11,0
'2011A2M0001,62757,Habilitación y equipamiento del Módulo A de la UAM-Iztapalapa,Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,9,CIUDAD DE MÉXICO,206857464,0,80000000,0,0,0,0,0,126857464,11,Educación Pública,A2M,Universidad Autónoma Metropolitana,01/05/2020,31/10/2022,Vigente,126857464,0
'2112NCZ0001,62769,Sustitución del Acelerador Lineal de la Unidad de Radioterapia del Instituto Nacional de Pediatría 2022,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,9,CIUDAD DE MÉXICO,120547200,0,0,0,0,0,0,0,120547200,12,Salud,NCZ,Instituto Nacional de Pediatría,01/01/2022,31/12/2022,Vigente,120547200,0
S/CVE,62774,"Adquisición de catalizadores y resinas capitalizables en plantas de proceso, refinería de Salina Cruz",Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,20,OAXACA,,0,117569462,89546492,0,0,0,194607098,50125399,52,Petróleos Mexicanos,T9M,Pemex Transformación Industrial,01/01/2020,31/12/2023,En Proceso de Registro,0,50125399
'2150GYR0007,62794,"Nueva Unidad de Medicina Familiar 2+1 consultorios en Villa de Acala, Chiapas.",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,7,CHIAPAS,14467139,0,111260,0,0,0,0,0,14355879,50,Instituto Mexicano del Seguro Social,GYR,Instituto Mexicano del Seguro Social,01/06/2021,31/12/2022,Vigente,0,14355879
'2016B000041,62827,"Elaboración de estudios de preinversión para la construcción de los sistemas de abastecimiento de agua potable y saneamiento del Polo de Desarrollo para el Bienestar (PDB) de  Coatzacoalcos I, Ver.",Programa de Estudios de Preinversión,11,Programa de Estudios de Preinversión,30,VERACRUZ,17066494,0,11377662,0,0,0,0,0,5688832,16,Medio Ambiente y Recursos Naturales,B00,Comisión Nacional del Agua,01/07/2021,31/12/2022,Vigente,5688832,0
'2016B000046,62833,"Rehabilitación y Modernización del Acueducto López Mateos Xpujil, Calakmul, Campeche",Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,4,CAMPECHE,1378679816,0,48631323,0,0,0,0,272522557,1000000000,16,Medio Ambiente y Recursos Naturales,B00,Comisión Nacional del Agua,01/10/2021,31/12/2023,Vigente,1057525936,0
'20133110001,62843,"Construcción y Equipamiento de un Hospital Regional Naval en Manzanillo, Col.",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,6,COLIMA,838731365,0,312781590,124119954,0,0,0,145172839,0,13,Marina,311,Dirección General de Recursos Humanos,01/04/2020,31/12/2023,Vigente,256656982,0
'2016B000055,62872,Programa de conservación de la infraestructura hidroagrícola a cargo de Conagua en los distritos de riego 2021-2025.,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,35,NACIONAL,2773597390,0,554719478,0,0,0,0,1664158434,200000000,16,Medio Ambiente y Recursos Naturales,B00,Comisión Nacional del Agua,01/01/2021,31/12/2025,Vigente,554719478,0
S/CVE,62881,Campeche Oriente Fase II,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,35,NACIONAL,,0,121987019,12293629,0,0,0,8055330379,1275624156,52,Petróleos Mexicanos,T9G,Pemex Exploración y Producción,01/01/2020,31/12/2024,En Proceso de Registro,0,1281108462
'20133110004,63069,"Construcción y equipamiento del Hospital General Naval en La Paz, Baja California Sur",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,3,BAJA CALIFORNIA SUR,582613307,0,226600000,0,0,0,0,0,0,13,Marina,311,Dirección General de Recursos Humanos,01/01/2021,31/12/2022,Vigente,356013307,0
'20133110005,63074,"Construcción y equipamiento del Hospital Naval en Campeche, Campeche",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,4,CAMPECHE,665754805,0,226700000,0,0,0,0,0,0,13,Marina,311,Dirección General de Recursos Humanos,01/01/2021,31/12/2022,Vigente,439054805,0
'2109J3A0002,63134,Muelle para maniobras de embarcaciones menores en el puerto.,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,16,MICHOACAN,76281253,0,71852803,0,0,0,0,0,4428450,13,Marina,J3A,"Administración Portuaria Integral de Lázaro Cárdenas, S.A. de C.V.",01/01/2021,28/02/2022,Vigente,0,4428450
'2006E000001,63269,Fortalecimiento Integral de la Unidad Canina 2020,Otros Programas de Inversión,10,Otros Programas de Inversión,1; 2; 3; 4; 5; 6; 7; 8; 9; 11; 12; 14; 15; 16; 19; 20; 21; 22; 23; 25; 26; 27; 28; 30; 31,AGUASCALIENTES; BAJA CALIFORNIA; BAJA CALIFORNIA SUR; CAMPECHE; COAHUILA DE ZARAGOZA; COLIMA; CHIAPAS; CHIHUAHUA; CIUDAD DE MÉXICO; GUANAJUATO; GUERRERO; JALISCO; ESTADO DE MEXICO; MICHOACAN; NUEVO LEON; OAXACA; PUEBLA; QUERETARO; QUINTANA ROO; SINALOA; SONORA; TABASCO; TAMAULIPAS; VERACRUZ; YUCATAN,25817690,0,4820730,0,0,0,0,14569319,0,6,Hacienda y Crédito Público,E00,Servicio de Administración Tributaria,01/10/2020,31/03/2025,Vigente,6427641,0
'2011A2M0006,63333,"Inversión para elevadores de los edificios ""h"", ""ho"", ""hp"" y ""t""",Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,9,CIUDAD DE MÉXICO,8109384,0,0,0,0,0,0,0,0,11,Educación Pública,A2M,Universidad Autónoma Metropolitana,01/01/2021,31/12/2022,Vigente,8109384,0
'2011A2M0005,63336,"Construcción de edificio ""a"": Centro de Posgrado y de Nuevos Sistemas de Aprendizaje, Rectoría y Secretaría de Unidad",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,9,CIUDAD DE MÉXICO,273361778,0,0,0,0,0,0,269488901,0,11,Educación Pública,A2M,Universidad Autónoma Metropolitana,01/01/2021,31/12/2025,Vigente,3872877,0
'2011A2M0012,63337,Barda colindante oriente de la Unidad Cuajimalpa con caseta de vigilancia e infraestructura,Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,9,CIUDAD DE MÉXICO,5277913,0,0,0,0,0,0,0,0,11,Educación Pública,A2M,Universidad Autónoma Metropolitana,01/03/2021,31/07/2022,Vigente,5277913,0
'2011A2M0008,63338,Habilitado y sustitución de la Barda perimetral en colindancias de la Unidad,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,9,CIUDAD DE MÉXICO,6633016,0,0,0,0,0,0,0,0,11,Educación Pública,A2M,Universidad Autónoma Metropolitana,01/05/2021,30/09/2022,Vigente,6633016,0
'2011A2M0011,63339,Mantenimiento mayor a la cancha de fútbol soccer,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,9,CIUDAD DE MÉXICO,11222870,0,0,0,0,0,0,0,0,11,Educación Pública,A2M,Universidad Autónoma Metropolitana,01/04/2021,30/11/2022,Vigente,11222870,0
'2011A2M0003,63340,"Construcción de 2,485 metros de la cerca perimetral para el predio de la UAM Lerma",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,15,ESTADO DE MEXICO,19431599,0,0,0,0,0,0,12594555,0,11,Educación Pública,A2M,Universidad Autónoma Metropolitana,01/01/2021,31/12/2023,Vigente,6837044,0
'21166120001,63346,Proyecto de Gestión Integral de Residuos en la Zona Norte de la Región Olmeca de Veracruz,Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,30,VERACRUZ,257117813,0,53131544,0,0,0,0,0,0,16,Medio Ambiente y Recursos Naturales,612,"Dirección General de Fomento Ambiental, Urbano y Turístico",01/05/2021,31/12/2022,Vigente,119451773,0
'2116B000013,63390,Delimitación y demarcación de zona federal de cauces y cuerpos de agua de propiedad nacional.,Programa de Estudios de Preinversión,11,Programa de Estudios de Preinversión,35,NACIONAL,140000000,0,35000000,0,0,0,0,70000000,0,16,Medio Ambiente y Recursos Naturales,B00,Comisión Nacional del Agua,01/07/2021,31/12/2024,Vigente,35000000,0
'20112160003,63409,Adquisición de la plataforma de distribución de recursos educativos digitales banda Ku,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,9,CIUDAD DE MÉXICO,1661299428,0,281786896,0,0,0,0,687453878,0,11,Educación Pública,N00,Coordinación General @prende.mx,01/04/2021,31/12/2023,Vigente,692058654,0
'2011L4J0001,63421,Construcción del Módulo B en la Unidad Guadalajara del Cinvestav,Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,14,JALISCO,71897383,0,28559737,0,0,0,0,0,0,11,Educación Pública,L4J,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,01/05/2021,31/12/2022,Vigente,43337646,0
'20112160004,63458,Adquisición de aires acondicionados y UPS para la infraestructura de la DGTVE,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,9,CIUDAD DE MÉXICO,34968777,0,27067563,0,0,0,0,0,0,11,Educación Pública,N00,Coordinación General @prende.mx,01/04/2021,31/12/2022,Vigente,7901214,0
'2011A3Q0010,63463,Construcción de la Escuela Nacional de Ciencias de la Tierra en C. U.,Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,9,CIUDAD DE MÉXICO,124119954,0,0,0,0,0,0,0,0,11,Educación Pública,A3Q,Universidad Nacional Autónoma de México,01/01/2021,31/12/2022,Vigente,124119954,0
'2011A2M0007,63480,"Construcción de escaleras de emergencia para los edificios: ""T"" módulo norte, ""T"" módulo sur, ""C"", ""D"" y ""F""",Programa de mantenimiento de protección civil,14,Programa de mantenimiento de protección civil,9,CIUDAD DE MÉXICO,14817047,0,0,0,0,0,0,0,0,11,Educación Pública,A2M,Universidad Autónoma Metropolitana,01/07/2021,31/10/2022,Vigente,14817047,0
'2011A2M0009,63481,"Reforzamiento del edificio ""M"" (lado norte)",Programa de mantenimiento de protección civil,14,Programa de mantenimiento de protección civil,9,CIUDAD DE MÉXICO,16891504,0,0,0,0,0,0,0,0,11,Educación Pública,A2M,Universidad Autónoma Metropolitana,01/05/2021,31/10/2022,Vigente,16891504,0
